ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
2865,amigo,3,4,2,"Ayudado por unos amigos franceses consiguió un avión con la intención de volar hasta Bangui , en diciembre de 1983 , pero la operación fue abortada en el último momento por las autoridades marfileñas . ",Masc,obl,Plur,5,"Ayudado por unas amigas franceses consiguió un avión con la intención de volar hasta Bangui , en diciembre de 1983 , pero la operación fue abortada en el último momento por las autoridades marfileñas . ",3,Fem
2901,madre,36,-1,35,"Todos los animales a la venta con este sello han sido alimentados con los métodos tradicionales asturianos , además , como mínimo , durante sus cinco primeros meses de vida el animal fue amamantado por su madre . ",Fem,obl,Sing,4,"Todos los animales a la venta con este sello han sido alimentados con los métodos tradicionales asturianos , además , como mínimo , durante sus cinco primeros meses de vida el animal fue amamantado por su padre . ",36,Masc
2953,escritora,19,-1,-1,"Helen Marie Gurley Brown ( 18 de febrero de 1922 -- 13 de agosto de 2012 ) fue una escritora , editora y empresaria estadounidense . ",Fem,flat,Sing,2,"Helen Marie Gurley Brown ( 18 de febrero de 1922 -- 13 de agosto de 2012 ) fue una escritor , editora y empresaria estadounidense . ",19,Masc
2953,empresario,23,-1,-1,"Helen Marie Gurley Brown ( 18 de febrero de 1922 -- 13 de agosto de 2012 ) fue una escritora , editora y empresaria estadounidense . ",Fem,conj,Sing,3,"Helen Marie Gurley Brown ( 18 de febrero de 1922 -- 13 de agosto de 2012 ) fue una escritora , editora y empresario estadounidense . ",23,Masc
3010,delegado,12,-1,-1,Barreiro encomendó entonces a Juan José Durán y Juan Francisco Giró como delegados con poderes para poder llegar a un acuerdo entre las dos partes . ,Masc,obl,Plur,5,Barreiro encomendó entonces a Juan José Durán y Juan Francisco Giró como delegadas con poderes para poder llegar a un acuerdo entre las dos partes . ,12,Fem
3025,observador,5,6,-1,"Además , te convertirás en observador privilegiado de la vida nocturna de caimanes y visitarás la Isla de los Monos , un refugio de 250 hectáreas que alberga diversas especies de primates en libertad . ",Masc,obl,Sing,10,"Además , te convertirás en observadora privilegiada de la vida nocturna de caimanes y visitarás la Isla de los Monos , un refugio de 250 hectáreas que alberga diversas especies de primates en libertad . ",5,Fem
3048,ciudadano,1,-1,0,"Los ciudadanos esperan de nosotros el que nos ocupemos fundamentalmente de sus problemas , y no de los nuestros . ",Masc,nsubj,Plur,3,"Las ciudadanas esperan de nosotros el que nos ocupemos fundamentalmente de sus problemas , y no de los nuestros . ",1,Fem
3134,príncipe,10,-1,9,"Lisandro estableció una amistad personal con Ciro , y el príncipe acordó proveer fondos para aumentar la paga de los remeros espartanos a 4 óbolos diarios . ",Masc,nsubj,Sing,3,"Lisandro estableció una amistad personal con Ciro , y la princesa acordó proveer fondos para aumentar la paga de los remeros espartanos a 4 óbolos diarios . ",10,Fem
3142,camarera,1,-1,0,La camarera daba vueltas sin hacer nada . ,Fem,nsubj,Sing,3,El camarero daba vueltas sin hacer nada . ,1,Masc
3182,niño,3,-1,-1,Se entiende por niño toda persona con menos de doce años de edad . ,Masc,obl,Sing,3,Se entiende por niña toda persona con menos de doce años de edad . ,3,Fem
3254,muchacho,22,-1,21,"Poco a poco , en sesiones de lenta y mesurada aproximación , Narciso , con sensibilidad y prudencia , mostrará a este muchacho su camino , que no era el que otros - su padre - habían conformado y prediseñado para él . ",Masc,iobj,Sing,4,"Poco a poco , en sesiones de lenta y mesurada aproximación , Narciso , con sensibilidad y prudencia , mostrará a esta muchacha su camino , que no era el que otros - su padre - habían conformado y prediseñado para él . ",22,Fem
3259,amigo,18,19,17,"Con la creciente popularidad de internet , mucha gente sube sus datos de guardado para ayudar a sus amigos online con algunos juegos dificiles . ",Masc,obj,Plur,5,"Con la creciente popularidad de internet , mucha gente sube sus datos de guardado para ayudar a sus amigas online con algunos juegos dificiles . ",18,Fem
3279,secretaría,26,-1,25,"Elegido para el parlamento europeo en las elecciones de 1999 , ese mismo año , con un decepcionante resultado electoral para su partido , dejó la secretaría en favor de Pierluigi Castagnetti . ",Fem,obj,Sing,3,"Elegido para el parlamento europeo en las elecciones de 1999 , ese mismo año , con un decepcionante resultado electoral para su partido , dejó el secretarío en favor de Pierluigi Castagnetti . ",26,Masc
3321,mujer,14,-1,13,"Por ello - en su desesperación - pidió a sus siervos buscar a una mujer que tuviera el don de la adivinación , a pesar de que él mismo había expulsado a médiums y adivinos de su tierra ; ",Fem,obj,Sing,27,"Por ello - en su desesperación - pidió a sus siervos buscar a un hombre que tuviera el don de la adivinación , a pesar de que él mismo había expulsado a médiums y adivinos de su tierra ; ",14,Masc
3337,usuario,3,-1,-1,"Esto permite tener usuarios que puedan cambiar parámetros de un gráfico , mientras que otros sólo pueden ver los gráficos . ",Masc,obj,Plur,18,"Esto permite tener usuarias que puedan cambiar parámetros de un gráfico , mientras que otros sólo pueden ver los gráficos . ",3,Fem
3368,padre,2,-1,1,Fueron sus padres Joaquín Giménez y Juana de Giménez . ,Masc,nsubj,Plur,3,Fueron sus madres Joaquín Giménez y Juana de Giménez . ,2,Fem
3401,experto,2,-1,1,"Según el experto , este aspecto es uno de los principales errores que comenten las víctimas ante el desconocimiento sobre cómo actuar en casos de delitos informáticos . ",Masc,nmod,Sing,5,"Según la experta , este aspecto es uno de los principales errores que comenten las víctimas ante el desconocimiento sobre cómo actuar en casos de delitos informáticos . ",2,Fem
3459,campeón,11,10,9,"Cuatro días después de Triplemanía Octagon se convirtió en un doble campeón como él recuperó el Campeonato Nacional de peso medio de Blue Panther , Panther había llevado el título con él cuando saltó a la AAA . ",Masc,obl,Sing,5,"Cuatro días después de Triplemanía Octagon se convirtió en una doble campeóna como él recuperó el Campeonato Nacional de peso medio de Blue Panther , Panther había llevado el título con él cuando saltó a la AAA . ",11,Fem
3462,usuario,7,-1,6,"En tan sólo 3 pasos , cualquier usuario podrá contratar su envío on - line , sin necesidad de desplazamientos . ",Masc,nsubj,Sing,3,"En tan sólo 3 pasos , cualquier usuaria podrá contratar su envío on - line , sin necesidad de desplazamientos . ",7,Fem
3475,autor,1,-1,-1,"Es autor , entre otros libros , de los pocos superventas en el campo de la divulgación científica : El azar y la necesidad ( 1970 ) . ",Masc,root,Sing,29,"Es autora , entre otros libros , de los pocos superventas en el campo de la divulgación científica : El azar y la necesidad ( 1970 ) . ",1,Fem
3498,secretario,14,15,-1,"Fue miembro de la Real Academia de la Historia en 1776 , siendo nombrado secretario perpetuo en 1790 . ",Masc,obj,Sing,3,"Fue miembro de la Real Academia de la Historia en 1776 , siendo nombrado secretaria perpetua en 1790 . ",14,Fem
3532,empleado,8,-1,-1,Pero direis ... ¿ es que no hay empleados de empresa ? ,Masc,obj,Plur,4,Pero direis ... ¿ es que no hay empleadas de empresa ? ,8,Fem
3546,pareja,8,-1,7,¿ Hasta dónde llegan los límites en una pareja ? ,Fem,obl,Sing,4,¿ Hasta dónde llegan los límites en un socio ? ,8,Masc
3585,ganador,1,-1,0,El ganador es quien logra advinar el mayor número de predicciones . ,Masc,root,Sing,13,La ganadora es quien logra advinar el mayor número de predicciones . ,1,Fem
3637,mujer,1,2,-1,"Como mujer coqueta que es , Gloria no solo estuvo mirando el paisaje africano , si no que aprovechó para ir de shopping y se compró todo lo que había . ",Fem,obl,Sing,7,"Como hombre coqueta que es , Gloria no solo estuvo mirando el paisaje africano , si no que aprovechó para ir de shopping y se compró todo lo que había . ",1,Masc
3656,profesor,1,-1,0,Los profesores estan altamente cualificados . ,Masc,nsubj,Plur,3,Las profesoras estan altamente cualificadas . ,1,Fem
3684,lector,4,-1,3,"Además anunciaba a sus lectores la próxima publicación de "" Caín "" , que a la postre se convirtió en su última novela . ",Masc,iobj,Plur,4,"Además anunciaba a sus lectoras la próxima publicación de "" Caín "" , que a la postre se convirtió en su última novela . ",4,Fem
3734,profesor,7,-1,-1,"Mientras estudiaba Historia , fue destinado como profesor a la Academia General Militar de Zaragoza , donde ejerció la docencia durante varios años . ",Masc,obl,Sing,3,"Mientras estudiaba Historia , fue destinado como profesora a la Academia General Militar de Zaragoza , donde ejerció la docencia durante varios años . ",7,Fem
3746,hijo,11,-1,10,Basilio decidió hacer una prueba y dar una oportunidad a su hijo . ,Masc,iobj,Sing,4,Basilio decidió hacer una prueba y dar una oportunidad a su hija . ,11,Fem
3802,colaborador,20,-1,19,"Para tal efecto , Hurtado Izquierdo elaboró su traza en 1718 , a la que dieron vida él y sus colaboradores . ",Masc,conj,Plur,4,"Para tal efecto , Hurtado Izquierdo elaboró su traza en 1718 , a la que dieron vida él y sus colaboradoras . ",20,Fem
3808,alemán,1,-1,0,"El alemán puede cambiar de aires la próxima temporada si el Bayern Múnich no lo remedia y pone medios para su "" posible salida "" . ",Masc,nsubj,Sing,3,"La alemana puede cambiar de aires la próxima temporada si el Bayern Múnich no lo remedia y pone medios para su "" posible salida "" . ",1,Fem
3868,profesor,14,-1,13,Me saqué el teórico en 20 días asistiendo a clase ( muy bueno el profesor ) y el prático con 25 clases sin haber cogido nunca un coche . ,Masc,nsubj,Sing,3,Me saqué el teórico en 20 días asistiendo a clase ( muy bueno la profesora ) y el prático con 25 clases sin haber cogido nunca un coche . ,14,Fem
3963,dueño,15,-1,14,"El arma , por su propia naturaleza , siempre ansiaba sangre , llevando a su dueño a la locura . ",Masc,obj,Sing,4,"El arma , por su propia naturaleza , siempre ansiaba sangre , llevando a su dueña a la locura . ",15,Fem
3986,jugador,8,11,7,"De esta manera , se convirtió en el jugador profesional más joven que debutaba en un deporte profesional estadounidense desde 1887 , superando a Joe Nuxhall , que había jugado en la MLB con 15 años en 1944 . ",Masc,obl,Sing,16,"De esta manera , se convirtió en la jugadora profesional más joven que debutaba en un deporte profesional estadounidense desde 1887 , superando a Joe Nuxhall , que había jugado en la MLB con 15 años en 1944 . ",8,Fem
3999,productor,16,-1,15,"En lo que a la agricultura se refiere , y para ser más puntuales , los productores aún esperan que por alguna razón u otra se encuentre pretexto para que el precio suba y puedan vender sus mercaderías . ",Masc,nsubj,Plur,3,"En lo que a la agricultura se refiere , y para ser más puntuales , las productoras aún esperan que por alguna razón u otra se encuentre pretexto para que el precio suba y puedan vender sus mercaderías . ",16,Fem
4003,guardar,8,-1,9,"El portal es algo antiguo , pero hay guarda un jurado por las noches . ",Masc,obj,Sing,4,"El portal es algo antiguo , pero hay guardia una jurado por las noches . ",8,Fem
4014,colaborador,14,15,-1,"Gracias a él , en cortes como la de Alfonso X , junto con colaboradores árabes , se pudo llevar a cabo la enorme obra de recopilación , traducción y divulgación de todo el saber humano de la época . ",Masc,obl,Plur,6,"Gracias a él , en cortes como la de Alfonso X , junto con colaboradoras árabes , se pudo llevar a cabo la enorme obra de recopilación , traducción y divulgación de todo el saber humano de la época . ",14,Fem
4018,alumno,17,-1,-1,El instituto fue establecido en 1961 y ha se han graduado desde entonces más de 5 000 alumnos . ,Masc,nsubj,Plur,6,El instituto fue establecido en 1961 y ha se han graduado desde entonces más de 5 000 alumnas . ,17,Fem
4058,director,4,5,-1,"En 1799 fue nombrado director general de la Armada , primero con carácter interino y después en propiedad . ",Masc,root,Sing,20,"En 1799 fue nombrado directora general de la Armada , primero con carácter interino y después en propiedad . ",4,Fem
4084,chico,23,-1,22,"Ubicado en Palermo , en Mario Bravo y Honduras , en el teatro hay colchonetas y almohadones en el suelo para que los chicos se sienten cómodos y puedan gatear o caminar sin restricciones . ",Masc,nsubj,Plur,3,"Ubicado en Palermo , en Mario Bravo y Honduras , en el teatro hay colchonetas y almohadones en el suelo para que las chicas se sienten cómodos y puedan gatear o caminar sin restricciones . ",23,Fem
4185,papá,7,-1,-1,¿ A qué esperáis para sorprender a papá ? ,Masc,obj,Sing,3,¿ A qué esperáis para sorprender a mamá ? ,7,Fem
4193,hijo,3,-1,2,Logró que su hijo tuviera una buena educación con maestros particulares que le enseñaron los conocimientos filosóficos y científicos de su tiempo . ,Masc,nsubj,Sing,3,Logró que su hija tuviera una buena educación con maestros particulares que le enseñaron los conocimientos filosóficos y científicos de su tiempo . ,3,Fem
4194,jugador,10,-1,-1,"De hecho , exigieron que el club debía excluir doce jugadores de la competición : sólo los negros y los trabajadores . ",Masc,obj,Plur,3,"De hecho , exigieron que el club debía excluir doce jugadoras de la competición : sólo los negros y los trabajadores . ",10,Fem
4204,secretario,1,-1,-1,Es secretario de la patronal valenciana de la seguridad desde 2004 . ,Masc,root,Sing,13,Es secretaria de la patronal valenciana de la seguridad desde 2004 . ,1,Fem
4221,socio,14,-1,-1,"En 1943 se trasladó a vivir a Estocolmo ( Suecia ) , donde era socio de la Institución de investigación en química orgánica . ",Masc,acl:relcl,Sing,13,"En 1943 se trasladó a vivir a Estocolmo ( Suecia ) , donde era pareja de la Institución de investigación en química orgánica . ",14,Fem
4224,pareja,1,-1,0,La pareja se casó secretamente y Rubens buscó el divorcio en agosto de 1918 . ,Fem,nsubj,Sing,3,El socio se casó secretamente y Rubens buscó el divorcio en agosto de 1918 . ,1,Masc
4428,vicepresidente,1,2,-1,Fue Vicepresidente mundial de la Internacional Socialista . ,Masc,root,Sing,9,Fue Vicepresidenta mundial de la Internacional Socialista . ,1,Fem
4459,jugador,9,11,8,"Se convirtió , de esta manera , en el jugador más joven en marcar un gol en una final de Copa de Europa - lo hizo con 18 años y 323 días , marca sin superar aún - , entrando así en la historia con un gran comienzo . ",Masc,obl,Sing,17,"Se convirtió , de esta manera , en la jugadora más joven en marcar un gol en una final de Copa de Europa - lo hizo con 18 años y 323 días , marca sin superar aún - , entrando así en la historia con un gran comienzo . ",9,Fem
4554,abogado,1,-1,0,"Su abogado con éxito aplazó la audiencia hasta diciembre , lo que permitió filmar y reanudar las escenas afectadas ( a Fry le fue prohibido eventualmente conducir por seis meses ) . ",Masc,nsubj,Sing,5,"Su abogada con éxito aplazó la audiencia hasta diciembre , lo que permitió filmar y reanudar las escenas afectadas ( a Fry le fue prohibido eventualmente conducir por seis meses ) . ",1,Fem
4572,psicóloga,6,-1,5,"Enrique es consciente de que la psicóloga , en calidad de presidenta , le ha pedido su ayuda para hacer frente a esta compleja situación . ",Fem,nsubj,Sing,3,"Enrique es consciente de que el psicólogo , en calidad de presidenta , le ha pedido su ayuda para hacer frente a esta compleja situación . ",6,Masc
4592,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 39,918 frente a los $ 32,344 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 39,918 frente a los $ 32,344 para las mujeres . ",1,Fem
4608,hombre,5,-1,-1,"Llevaría entre 61 y 121 hombres , según si utilizaba uno o dos por cada remo . ",Masc,obl,Plur,6,"Llevaría entre 61 y 121 mujeres , según si utilizaba uno o dos por cada remo . ",5,Fem
4676,anciano,5,-1,4,"Sólo es hablado por algunos ancianos de la aldea de Cachuy , provincia de Yauyos , en la Región Lima . ",Masc,obl,Plur,18,"Sólo es hablado por algunas ancianas de la aldea de Cachuy , provincia de Yauyos , en la Región Lima . ",5,Fem
4678,investigador,2,-1,1,Según los investigadores que estudiaron el sitio Ciudad Laberinto podría haber sido habitada por indígenas amazónicos y serranos en épocas antiguas aunque también podría haber sido utilizada por portugueses en tiempos de la conquista . ,Masc,obl,Plur,10,Según las investigadoras que estudiaron el sitio Ciudad Laberinto podría haber sido habitada por indígenas amazónicos y serranos en épocas antiguas aunque también podría haber sido utilizada por portugueses en tiempos de la conquista . ,2,Fem
4684,delegado,12,-1,-1,Barreiro encomendó entonces a Juan José Durán y Juan Francisco Giró como delegados con poderes para poder llegar a un acuerdo entre las dos partes . ,Masc,obl,Plur,5,Barreiro encomendó entonces a Juan José Durán y Juan Francisco Giró como delegadas con poderes para poder llegar a un acuerdo entre las dos partes . ,12,Fem
4724,investigador,20,-1,19,"Él generalmente encuentra e ilustra varias características ornamentales e incluso múltiples embriones en fósiles de estos animales , aunque ningún investigador haya jamás confirmando sus hallazgos . ",Masc,obj,Sing,3,"Él generalmente encuentra e ilustra varias características ornamentales e incluso múltiples embriones en fósiles de estos animales , aunque ninguna investigadora haya jamás confirmando sus hallazgos . ",20,Fem
4768,hermano,12,13,11,"En 1897 , Regina se mudó a Frederiksberg para vivir con su hermano mayor . ",Masc,obl,Sing,5,"En 1897 , Regina se mudó a Frederiksberg para vivir con su hermana mayor . ",12,Fem
4770,mujer,8,-1,6,"En 1887 , se convirtió en la primera mujer en formar parte de la junta escolar en Rotherham y en 1894 fue nombrada asistente de James Bryce en la Royal Commission on Secondary Education , para investigar la educación de las niñas en Devon . ",Fem,obl,Sing,5,"En 1887 , se convirtió en el primera hombre en formar parte de la junta escolar en Rotherham y en 1894 fue nombrada asistente de James Bryce en la Royal Commission on Secondary Education , para investigar la educación de las niñas en Devon . ",8,Masc
4796,madre,15,-1,14,"Sumamente inquieto , se dirigió a Buddha y le preguntó cómo podía liberar a su madre de este reino . ",Fem,obj,Sing,7,"Sumamente inquieto , se dirigió a Buddha y le preguntó cómo podía liberar a su padre de este reino . ",15,Masc
4859,música,1,-1,0,"La música de este tema se escuchó por primera vez en EEUU como fondo de la película "" Bordertown "" en 1935 , un año antes de su aparición en la película mexicana "" María Elena "" . ",Fem,nsubj,Sing,6,"El músico de este tema se escuchó por primera vez en EEUU como fondo de la película "" Bordertown "" en 1935 , un año antes de su aparición en la película mexicana "" María Elena "" . ",1,Masc
4860,música,3,-1,2,"Comenzó en la música tocando con sus hermanos en grupos como Los Colegiais , Los Novios , Bossa 4 y Arco - Iris y , más tarde ( en 1971 ) se lanzó como cantante solista , grabando canciones en inglés con seudónimos como Uncle Jack y Mark Davis . ",Fem,obl,Sing,4,"Comenzó en el músico tocando con sus hermanos en grupos como Los Colegiais , Los Novios , Bossa 4 y Arco - Iris y , más tarde ( en 1971 ) se lanzó como cantante solista , grabando canciones en inglés con seudónimos como Uncle Jack y Mark Davis . ",3,Masc
4860,hermano,7,-1,6,"Comenzó en la música tocando con sus hermanos en grupos como Los Colegiais , Los Novios , Bossa 4 y Arco - Iris y , más tarde ( en 1971 ) se lanzó como cantante solista , grabando canciones en inglés con seudónimos como Uncle Jack y Mark Davis . ",Masc,obl,Plur,4,"Comenzó en la música tocando con sus hermanas en grupos como Los Colegiais , Los Novios , Bossa 4 y Arco - Iris y , más tarde ( en 1971 ) se lanzó como cantante solista , grabando canciones en inglés con seudónimos como Uncle Jack y Mark Davis . ",7,Fem
4877,conductor,5,-1,4,"En esta situación , el conductor dice el año y el artista de la canción ; ",Masc,nsubj,Sing,3,"En esta situación , la conductora dice el año y el artista de la canción ; ",5,Fem
4930,asesor,25,-1,24,"En enero de 1971 , se matriculó en el programa de doctorado en la Universidad de Texas , y Robert Simmons fue asignado como su asesor . ",Masc,obl,Sing,4,"En enero de 1971 , se matriculó en el programa de doctorado en la Universidad de Texas , y Robert Simmons fue asignado como su asesora . ",25,Fem
4933,escritor,1,2,0,"El escritor uruguayo destacó el "" compromiso de vida constante "" de Sábato con la defensa de los derechos humanos y la "" formidable batalla "" que dio como presidente de la Comisión Nacional sobre Desaparición de Personas ( Conadep ) , de Argentina . ",Masc,nsubj,Sing,4,"La escritora uruguaya destacó el "" compromiso de vida constante "" de Sábato con la defensa de los derechos humanos y la "" formidable batalla "" que dio como presidente de la Comisión Nacional sobre Desaparición de Personas ( Conadep ) , de Argentina . ",1,Fem
4951,niña,29,-1,-1,""" La vacuna contra el virus de papiloma humano o VPH ( HPV , según su sigla en inglés ) es esencial en esta etapa porque se coloca a niñas de 11 años , edad en la que , se calcula , aun no tuvieron contacto con el virus . ",Fem,iobj,Plur,22,""" La vacuna contra el virus de papiloma humano o VPH ( HPV , según su sigla en inglés ) es esencial en esta etapa porque se coloca a niños de 11 años , edad en la que , se calcula , aun no tuvieron contacto con el virus . ",29,Masc
4957,niño,1,-1,-1,De niño jugaba con gusanillos de seda . ,Masc,obl,Sing,3,De niña jugaba con gusanillos de seda . ,1,Fem
4964,esposo,6,-1,5,Me hospedé 7 días con mi esposo y mi hijo de 3 años . ,Masc,obl,Sing,10,Me hospedé 7 días con mi esposa y mi hijo de 3 años . ,6,Fem
4979,prima,7,-1,6,"En Alemania , además se aporta una prima por el autoconsumo . ",Fem,obj,Sing,6,"En Alemania , además se aporta un primo por el autoconsumo . ",7,Masc
4980,presidente,9,-1,8,"Los etnocaceristas y yo vamos a apoyar a nuestro presidente y confiamos en ( que nos dará ) la amnistía "" . ",Masc,obj,Sing,4,"Los etnocaceristas y yo vamos a apoyar a nuestros presidenta y confiamos en ( que nos dará ) la amnistía "" . ",9,Fem
5013,mujer,25,-1,-1,"El Departamento de Defensa de los Estados Unidos investigó si esto podría haber llegado a violar el "" Mann Act "" ( que prohibía llevar mujeres más allá de los límites estatales para fines sexuales ) , de todas formas no se filmó sexo y ninguna línea divisoria entre estados fue cruzada en esta parte de la filmación , dado que el Valle de la muerte está en California . ",Fem,obj,Plur,2,"El Departamento de Defensa de los Estados Unidos investigó si esto podría haber llegado a violar el "" Mann Act "" ( que prohibía llevar hombres más allá de los límites estatales para fines sexuales ) , de todas formas no se filmó sexo y ninguna línea divisoria entre estados fue cruzada en esta parte de la filmación , dado que el Valle de la muerte está en California . ",25,Masc
5036,jugador,23,-1,22,""" La inversión que teníamos era para el lateral izquierdo e hicimos una oferta muy buena tanto para el Murcia como para el jugador , pero lo querían el Madrid , el Zaragoza y el Schalke y lo ha fichado este último "" , apuntó Lotina . ",Masc,nmod,Sing,4,""" La inversión que teníamos era para el lateral izquierdo e hicimos una oferta muy buena tanto para el Murcia como para la jugadora , pero lo querían el Madrid , el Zaragoza y el Schalke y lo ha fichado este último "" , apuntó Lotina . ",23,Fem
5054,hijo,15,-1,14,"Entre la lista de posibles castigados , además de Kadhafi , están siete de sus hijos ( Khamis , Hannibal , Mohamed , Said el Arab , Said el Islam , Mutassim y Aisha ) , además de varios familiares y los máximos responsables de los aparatos de seguridad , inteligencia y fuerzas armadas . ",Masc,nmod,Plur,4,"Entre la lista de posibles castigados , además de Kadhafi , están siete de sus hijas ( Khamis , Hannibal , Mohamed , Said el Arab , Said el Islam , Mutassim y Aisha ) , además de varios familiares y los máximos responsables de los aparatos de seguridad , inteligencia y fuerzas armadas . ",15,Fem
5074,detenido,1,2,-1,"Numerosos detenidos políticos durante la última dictadura militar , eran sometidos a Tribunales o Consejos de Guerra Especiales donde los propios represores montaban la escena de la "" justicia "" que a ellos les parecía . ",Masc,nsubj:pass,Plur,10,"Numerosas detenidas políticas durante la última dictadura militar , eran sometidos a Tribunales o Consejos de Guerra Especiales donde los propios represores montaban la escena de la "" justicia "" que a ellos les parecía . ",1,Fem
5195,autor,4,-1,3,"Por ejemplo , los autores de la Constitución de los Estados Unidos sería un grupo de "" Padres Fundadores "" que la redactaron . ",Masc,nsubj,Plur,10,"Por ejemplo , las autoras de la Constitución de los Estados Unidos sería un grupo de "" Padres Fundadores "" que la redactaron . ",4,Fem
5199,hombre,5,-1,4,Por ahora son muchos los hombres que ocuparían la posición . ,Masc,nsubj,Plur,7,Por ahora son muchas las mujeres que ocuparían la posición . ,5,Fem
5282,extranjero,2,-1,1,"En el extranjero , Emperatriz está sola , embarazada de su segundo hijo y a punto de ser deportada . ",Masc,nmod,Sing,5,"En la extranjera , Emperatriz está sola , embarazada de su segundo hijo y a punto de ser deportada . ",2,Fem
5282,hijo,12,-1,10,"En el extranjero , Emperatriz está sola , embarazada de su segundo hijo y a punto de ser deportada . ",Masc,obl,Sing,5,"En el extranjero , Emperatriz está sola , embarazada de su segundo hija y a punto de ser deportada . ",12,Fem
5393,diseñador,5,-1,4,"Mediante cortes asimétricos , el diseñador creó sofisticados vestidos de cóctel y noche , faldas de capas , chaquetas muy entalladas y cazadoras tipo kimono , en los que el tejido de saco mezclado con lino llamó la atención . ",Masc,nsubj,Sing,3,"Mediante cortes asimétricos , la diseñadora creó sofisticados vestidos de cóctel y noche , faldas de capas , chaquetas muy entalladas y cazadoras tipo kimono , en los que el tejido de saco mezclado con lino llamó la atención . ",5,Fem
5411,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 36,955 frente a los $ 24,038 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 36,955 frente a los $ 24,038 para las mujeres . ",1,Fem
5524,mujer,14,-1,13,No conocía París y acerté el primer día comiendo en el Barlotti con mi mujer y mis hijos . ,Fem,obl,Sing,7,No conocía París y acerté el primer día comiendo en el Barlotti con mi hombre y mis hijos . ,14,Masc
5536,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 31,944 frente a los $ 26,071 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 31,944 frente a los $ 26,071 para las mujeres . ",1,Fem
5536,mujer,16,-1,15,"Los hombres tenían unos ingresos medios de $ 31,944 frente a los $ 26,071 para las mujeres . ",Fem,nmod,Plur,4,"Los hombres tenían unos ingresos medios de $ 31,944 frente a los $ 26,071 para los hombres . ",16,Masc
5553,padre,1,-1,0,"Los padres llevan a los niños a hospitales públicos donde no hay especialistas , pero donde es fácil obtener la medicación . ",Masc,nsubj,Plur,3,"Las madres llevan a los niños a hospitales públicos donde no hay especialistas , pero donde es fácil obtener la medicación . ",1,Fem
5553,niño,5,-1,4,"Los padres llevan a los niños a hospitales públicos donde no hay especialistas , pero donde es fácil obtener la medicación . ",Masc,obj,Plur,4,"Los padres llevan a las niñas a hospitales públicos donde no hay especialistas , pero donde es fácil obtener la medicación . ",5,Fem
5582,abogado,8,7,6,"Ahora ya es adulto , es un prestigioso abogado y tiene una encantadora familia , pero ha perdido el contacto con algo maravilloso : su infancia . ",Masc,conj,Sing,23,"Ahora ya es adulto , es una prestigiosa abogada y tiene una encantadora familia , pero ha perdido el contacto con algo maravilloso : su infancia . ",8,Fem
5623,hijo,3,-1,-1,Ahora tengo seis hijos y ninguna teoría » . ,Masc,obj,Plur,6,Ahora tengo seis hijas y ninguna teoría » . ,3,Fem
5681,pescador,8,-1,7,Con posterioridad intervendrá en La Bohème y Los pescadores de perlas . ,Masc,conj,Plur,6,Con posterioridad intervendrá en La Bohème y Las pescadoras de perlas . ,8,Fem
5726,candidato,28,-1,27,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Masc,nmod,Sing,6,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para la candidata a gobernador y el 82,35 % para el candidato a intendente . ",28,Fem
5726,candidato,37,-1,36,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para el candidato a intendente . ",Masc,nmod,Sing,6,"Los resultados de las elecciones internas consagraron el liderazgo de de la Sota , dado que el Peronismo Renovador obtuvo el 86,98 % de los votos para el candidato a gobernador y el 82,35 % para la candidata a intendente . ",37,Fem
5753,fundador,3,-1,2,"Fue también el fundador de la galería pictórica de Kassel , en la que se incluyeron cuadros de Rembrandt y Rubens . ",Masc,root,Sing,23,"Fue también la fundadora de la galería pictórica de Kassel , en la que se incluyeron cuadros de Rembrandt y Rubens . ",3,Fem
5766,músico,3,4,2,• A estos músicos singulares los completará una música también muy creativa y personal : el jazz . ,Masc,obj,Plur,5,• A estas músicas singulares los completará una música también muy creativa y personal : el jazz . ,3,Fem
5789,chico,10,-1,9,"Además la semana anterior ya les habían robado a otros chicos en estos mismos apartamentos Bahia Dorada , que no poseen ningún tipo de seguridad . ",Masc,obj,Plur,4,"Además la semana anterior ya les habían robado a otras chicas en estos mismos apartamentos Bahia Dorada , que no poseen ningún tipo de seguridad . ",10,Fem
